platform,family,phase,ep,eplb,token,sessions,values_us,truth_median_us,truth_mean_us,min_session_us,max_session_us,spread_pct,stability,source_group,truth_method,notes
h20,ordinary_context,context,8,on,896,3,994.334;996.383;996.511,996.383,995.743,994.334,996.511,0.22,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_context,context,8,on,1536,3,1366.721;1367.362;1372.929,1367.362,1369.004,1366.721,1372.929,0.45,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_context,context,8,on,2048,3,1564.226;1566.019;1566.277,1566.019,1565.507,1564.226,1566.277,0.13,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_context,context,8,on,4096,3,2642.695;2645.256;2645.667,2645.256,2644.539,2642.695,2645.667,0.11,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_context,context,8,on,5120,3,3260.006;3261.032;3267.591,3261.032,3262.876,3260.006,3267.591,0.23,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_context,context,8,on,8192,3,4945.225;4952.329;4976.424,4952.329,4957.993,4945.225,4976.424,0.63,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_context,context,8,on,12288,3,7180.588;7207.082;7226.731,7207.082,7204.8,7180.588,7226.731,0.64,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_context,context,8,on,16384,3,9501.303;9501.719;9531.183,9501.719,9511.402,9501.303,9531.183,0.31,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,1,off,1,3,210.199;210.294;210.860,210.29433333333333,210.451,210.199,210.85966666666664,0.313928974757368,stable,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,1,off,2,6,327.457;351.020;352.001;375.031;375.979;378.338,363.516,359.971,327.45733333333334,378.3376666666667,14.134564543625276,minor_jitter,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,1,off,4,3,619.522;654.254;659.245,654.254,644.3405555555555,619.5223333333333,659.2453333333333,6.1649076187281855,stable,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,1,off,8,3,977.637;980.034;1001.123,980.034,986.265,977.637,1001.123,2.4,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,1,off,16,3,1603.110;1620.145;1679.036,1620.1453333333334,1634.0972222222224,1603.11,1679.0363333333337,4.646377969487086,stable,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,1,off,32,3,2154.856;2161.255;2166.119,2161.255,2160.743,2154.856,2166.119,0.52,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,1,off,40,3,2501.097;2501.224;2504.521,2501.224,2502.281,2501.097,2504.521,0.14,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,1,off,64,3,3186.445;3188.492;3189.355,3188.492,3188.097,3186.445,3189.355,0.09,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,1,off,128,3,3676.780;3684.365;3699.375,3684.365,3686.84,3676.78,3699.375,0.61,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,1,off,288,3,4703.026;4703.538;4711.572,4703.538,4706.045,4703.026,4711.572,0.18,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,1,off,512,3,5126.067;5135.603;5170.902,5135.603,5144.191,5126.067,5170.902,0.87,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,1,off,896,3,5184.022;5187.347;5195.092,5187.347,5188.82,5184.022,5195.092,0.21,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,1,off,1024,3,6120.694;6138.424;6144.791,6138.424,6134.636,6120.694,6144.791,0.39,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,1,off,1280,3,6675.897;6681.760;6709.079,6681.76,6688.912,6675.897,6709.079,0.5,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,1,off,4096,3,13938.199;13969.491;13991.076,13969.491,13966.255,13938.199,13991.076,0.38,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,1,off,8192,3,13973.333;14047.160;14048.471,14047.16,14022.988,13973.333,14048.471,0.53,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,1,off,16384,3,14000.282;14007.672;14016.662,14007.672,14008.205,14000.282,14016.662,0.12,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,off,1,3,181.441;181.729;198.027,181.7286666666667,187.06566666666663,181.441,198.02733333333333,8.866583392284703,stable,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,2,off,2,4,223.253;248.555;275.275;316.428,275.275333,280.086,223.253333,316.428,33.26644923344973,stable_cluster_selected,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,2,off,4,5,331.767;375.553;385.249;388.908;391.254,385.2486666666667,374.5459333333334,331.76666666666665,391.2536666666667,15.882431153526523,minor_jitter,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,2,off,8,3,649.025;649.152;650.785,649.152,649.654,649.025,650.785,0.27,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,off,16,3,917.878;934.498;964.792,934.498,939.055888888889,917.878,964.7916666666666,4.995833285511456,stable,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,2,off,32,3,1344.192;1344.704;1348.289,1344.704,1345.728,1344.192,1348.289,0.3,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,off,40,3,1473.856;1474.946;1479.904,1474.946,1476.235,1473.856,1479.904,0.41,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,off,64,3,1662.978;1664.321;1667.009,1664.321,1664.769,1662.978,1667.009,0.24,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,off,128,3,1976.065;1977.314;1978.817,1977.314,1977.399,1976.065,1978.817,0.14,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,off,288,3,2460.226;2460.355;2461.092,2460.355,2460.558,2460.226,2461.092,0.04,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,off,512,3,2753.867;2754.059;2761.419,2754.059,2756.448,2753.867,2761.419,0.27,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,off,896,3,2740.587;2742.347;2743.753,2742.347,2742.229,2740.587,2743.753,0.12,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,off,1024,3,3244.996;3246.498;3254.916,3246.498,3248.803,3244.996,3254.916,0.31,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,off,1280,3,3463.908;3476.642;3479.653,3476.642,3473.401,3463.908,3479.653,0.45,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,off,4096,3,7446.271;7450.269;7469.856,7450.269,7455.465,7446.271,7469.856,0.32,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,off,8192,3,7710.443;7725.575;7728.773,7725.575,7721.597,7710.443,7728.773,0.24,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,off,16384,3,7764.672;7804.483;7813.115,7804.483,7794.09,7764.672,7813.115,0.62,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,on,1,3,187.990;188.683;205.270,188.68266666666668,193.9808888888889,187.99,205.27,8.90809403904623,stable,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,2,on,2,5,229.995;242.112;255.265;281.558;288.140,255.265,259.4141333333333,229.995,288.14,22.4139676789648,minor_jitter,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,2,on,4,6,340.364;380.375;381.985;392.428;392.779;398.219,387.2065,381.0248888888889,340.36366666666663,398.21866666666665,15.184047469631617,minor_jitter,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,2,on,8,3,658.816;658.881;659.072,658.881,658.923,658.816,659.072,0.04,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,on,16,3,924.054;941.304;970.851,941.3036666666668,945.4027777777778,924.054,970.8506666666666,4.949918465086892,stable,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,2,on,32,3,1353.825;1354.560;1355.010,1354.56,1354.465,1353.825,1355.01,0.09,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,on,40,3,1487.039;1487.938;1488.896,1487.938,1487.958,1487.039,1488.896,0.12,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,on,64,3,1671.107;1673.346;1676.577,1673.346,1673.677,1671.107,1676.577,0.33,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,on,128,3,1988.546;1989.667;1992.002,1989.667,1990.072,1988.546,1992.002,0.17,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,on,288,3,2477.283;2480.965;2481.475,2480.965,2479.908,2477.283,2481.475,0.17,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,on,512,3,2767.595;2768.012;2773.675,2768.012,2769.761,2767.595,2773.675,0.22,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,on,896,3,2752.364;2752.812;2758.379,2752.812,2754.518,2752.364,2758.379,0.22,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,on,1024,3,3255.684;3257.413;3263.328,3257.413,3258.808,3255.684,3263.328,0.23,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,on,1280,3,3475.268;3488.643;3493.860,3488.643,3485.924,3475.268,3493.86,0.53,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,on,4096,3,7461.760;7489.883;7508.704,7489.883,7486.782,7461.76,7508.704,0.63,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,on,8192,3,7728.235;7741.590;7743.656,7741.59,7737.827,7728.235,7743.656,0.2,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,2,on,16384,3,7795.493;7812.164;7828.320,7812.164,7811.992,7795.493,7828.32,0.42,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,off,1,5,116.832;117.548;135.648;137.451;138.998,135.6483333333333,129.29526666666666,116.83166666666668,138.99766666666667,17.14370569894541,minor_jitter,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,4,off,2,4,170.464;172.096;181.099;183.478,176.59766666666667,176.78433333333328,170.46366666666663,183.47833333333327,7.361889156844581,stable_cluster_selected,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,4,off,4,6,243.755;244.769;280.449;283.755;284.971;287.094,282.10183333333333,270.7986666666667,243.75466666666668,287.09366666666665,16.004140837719525,minor_jitter,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,4,off,8,3,420.641;422.240;427.841,422.24,423.574,420.641,427.841,1.71,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,off,16,4,510.711;566.421;569.770;574.314,568.0958333333333,555.3041666666667,510.71066666666667,574.3143333333334,11.453842863895918,minor_jitter,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,4,off,32,3,761.696;765.952;766.912,765.952,764.853,761.696,766.912,0.68,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,off,40,3,842.433;844.033;844.577,844.033,843.681,842.433,844.577,0.25,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,off,64,3,872.001;873.153;877.792,873.153,874.315,872.001,877.792,0.66,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,off,128,3,1075.040;1077.537;1078.338,1077.537,1076.972,1075.04,1078.338,0.31,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,off,288,3,1182.435;1184.385;1185.217,1184.385,1184.012,1182.435,1185.217,0.23,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,off,512,3,1505.378;1506.915;1507.234,1506.915,1506.509,1505.378,1507.234,0.12,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,off,896,3,1647.165;1657.350;1660.188,1657.35,1654.901,1647.165,1660.188,0.79,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,off,1024,3,1792.770;1794.369;1795.873,1794.369,1794.337,1792.77,1795.873,0.17,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,off,1280,3,2055.810;2058.210;2058.403,2058.21,2057.474,2055.81,2058.403,0.13,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,off,4096,3,4519.557;4525.542;4527.236,4525.542,4524.112,4519.557,4527.236,0.17,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,off,8192,3,5152.305;5154.537;5169.394,5154.537,5158.745,5152.305,5169.394,0.33,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,off,16384,3,5249.046;5253.718;5255.989,5253.718,5252.918,5249.046,5255.989,0.13,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,on,1,5,124.054;125.920;143.296;145.622;145.984,143.29566666666668,136.97493333333335,124.05366666666669,145.98366666666666,16.010228635507016,minor_jitter,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,4,on,2,3,186.241;190.529;243.552,190.5293333333333,206.7741111111111,186.24066666666667,243.5523333333333,27.71704173152989,minor_jitter,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,4,on,4,4,250.625;288.246;288.427;291.264,288.3365,279.6405833333333,250.6253333333333,291.264,14.532463844214323,minor_jitter,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,4,on,8,3,429.441;430.689;435.938,430.689,432.023,429.441,435.938,1.51,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,on,16,6,518.060;521.388;572.651;575.158;576.236;577.835,573.9045,556.8879444444443,518.06,577.8346666666666,10.733697373588928,minor_jitter,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,4,on,32,3,763.843;768.514;770.177,768.514,767.511,763.843,770.177,0.82,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,on,40,3,846.593;853.408;854.497,853.408,851.499,846.593,854.497,0.93,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,on,64,3,881.120;885.762;887.551,885.762,884.811,881.12,887.551,0.73,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,on,128,3,1076.353;1085.122;1086.081,1085.122,1082.519,1076.353,1086.081,0.9,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,on,288,3,1190.946;1193.888;1194.145,1193.888,1192.993,1190.946,1194.145,0.27,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,on,512,3,1508.386;1518.369;1521.316,1518.369,1516.024,1508.386,1521.316,0.85,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,on,896,3,1668.251;1671.777;1672.411,1671.777,1670.813,1668.251,1672.411,0.25,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,on,1024,3,1807.426;1808.739;1808.833,1808.739,1808.333,1807.426,1808.833,0.08,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,on,1280,3,2069.539;2071.296;2071.714,2071.296,2070.85,2069.539,2071.714,0.11,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,on,4096,3,4525.095;4527.526;4531.814,4527.526,4528.145,4525.095,4531.814,0.15,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,on,8192,3,5167.445;5171.059;5172.821,5171.059,5170.442,5167.445,5172.821,0.1,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,4,on,16384,3,5274.358;5281.111;5281.910,5281.111,5279.126,5274.358,5281.91,0.14,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,off,1,5,117.419;118.220;126.933;132.640;135.404,126.93333333333334,126.12306666666667,117.419,135.40366666666665,14.259617326145984,minor_jitter,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,8,off,2,3,154.624;156.854;180.938,156.85433333333333,164.13899999999998,154.62433333333334,180.93833333333333,16.031534248411404,minor_jitter,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,8,off,4,5,217.002;217.793;218.870;219.136;222.816,218.86966666666663,219.1234,217.00233333333333,222.8163333333333,2.653299465050284,stable_cluster_selected,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,8,off,8,3,308.286;311.071;311.903,311.071,310.42,308.286,311.903,1.16,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,off,16,5,360.567;361.024;369.718;370.742;377.441,369.718,367.8984,360.56666666666666,377.4413333333333,4.586773594738834,stable_cluster_selected,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,8,off,32,3,447.680;450.784;452.191,450.784,450.218,447.68,452.191,1.0,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,off,40,3,449.087;450.527;451.455,450.527,450.356,449.087,451.455,0.53,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,off,64,3,537.280;537.920;539.904,537.92,538.368,537.28,539.904,0.49,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,off,128,3,628.893;631.424;631.519,631.424,630.612,628.893,631.519,0.42,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,off,288,3,725.246;728.702;745.566,728.702,733.171,725.246,745.566,2.79,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,off,512,3,828.673;829.408;829.505,829.408,829.195,828.673,829.505,0.1,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,off,896,3,1048.549;1048.740;1049.060,1048.74,1048.783,1048.549,1049.06,0.05,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,off,1024,3,1078.174;1078.498;1078.850,1078.498,1078.507,1078.174,1078.85,0.06,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,off,1280,3,1325.822;1328.157;1329.055,1328.157,1327.678,1325.822,1329.055,0.24,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,off,4096,3,2868.932;2871.230;2875.268,2871.23,2871.81,2868.932,2875.268,0.22,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,off,8192,3,3245.031;3266.565;3275.174,3266.565,3262.257,3245.031,3275.174,0.92,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,off,16384,3,3373.914;3376.282;3379.834,3376.282,3376.677,3373.914,3379.834,0.18,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,on,1,6,124.544;125.387;133.355;136.939;139.637;141.622,135.147,133.58055555555555,124.54433333333334,141.62166666666667,12.78429578489883,minor_jitter,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,8,on,2,3,161.964;163.564;186.807,163.56366666666665,170.778,161.96366666666663,186.80666666666667,14.546955696869649,minor_jitter,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,8,on,4,6,223.509;225.515;226.240;227.733;228.246;228.758,226.98666666666668,226.6668888888889,223.50933333333333,228.758,2.3155859651118043,stable,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,8,on,8,3,317.567;318.238;320.161,318.238,318.655,317.567,320.161,0.82,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,on,16,5,368.182;369.068;376.875;378.017;380.866,376.87466666666666,374.60153333333335,368.18233333333336,380.8656666666667,3.385819919227952,stable_cluster_selected,ordinary_generation_small_token_truth_20260724_formal,kernel_external_id_local_generation_scope,
h20,ordinary_generation,generation,8,on,32,3,458.943;460.576;461.983,460.576,460.501,458.943,461.983,0.66,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,on,40,3,459.581;459.967;460.479,459.967,460.009,459.581,460.479,0.2,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,on,64,3,546.401;546.657;546.721,546.657,546.593,546.401,546.721,0.06,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,on,128,3,620.703;624.285;644.735,624.285,629.908,620.703,644.735,3.85,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,on,288,3,738.302;738.943;741.438,738.943,739.561,738.302,741.438,0.42,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,on,512,3,838.306;838.593;839.424,838.593,838.774,838.306,839.424,0.13,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
h20,ordinary_generation,generation,8,on,896,3,1063.076;1064.548;1064.964,1064.548,1064.196,1063.076,1064.964,0.18,stable,three_modes_latest_20260723_plus_formal_small_token,torch_profiler_kernel_external_id_or_existing_mode_parser,
