framework,version,device,op_name,kernel_source,moe_dtype,num_tokens,hidden_size,inter_size,topk,num_experts,num_slots,moe_tp_size,moe_ep_size,distribution,latency
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,8,7168,2048,8,256,256,1,8,power_law_1.01,0.2520529486916279
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,128,7168,2048,8,256,288,1,4,power_law_1.2_eplb,0.1002975389820655
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,256,7168,2048,8,256,256,1,4,power_law_1.2_eplb,0.09366301052507726
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,48,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.043035779328987174
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,16,7168,2048,8,256,256,1,8,power_law_1.01,0.5041058973832558
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,160,7168,2048,8,256,288,1,4,power_law_1.2_eplb,0.10130160033411253
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,320,7168,2048,8,256,256,1,4,power_law_1.2_eplb,0.09786459358656138
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,64,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.04852192001585259
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,32,7168,2048,8,256,256,1,8,power_law_1.01,1.0082117947665117
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,192,7168,2048,8,256,288,1,4,power_law_1.2_eplb,0.10269725863408899
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,384,7168,2048,8,256,256,1,4,power_law_1.2_eplb,0.09608740374075211
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,80,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.04940504108996909
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,48,7168,2048,8,256,256,1,8,power_law_1.01,0.05541818044229633
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,256,7168,2048,8,256,288,1,4,power_law_1.2_eplb,0.11079719920791489
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,96,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.05029331258559716
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,64,7168,2048,8,256,256,1,8,power_law_1.01,0.04929181410801851
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,512,7168,2048,8,256,256,1,4,power_law_1.2_eplb,0.10297233405110855
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,320,7168,2048,8,256,288,1,4,power_law_1.2_eplb,0.11120061171947732
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,80,7168,2048,8,256,256,1,8,power_law_1.01,0.055136239351600856
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,128,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.052970793326417985
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,768,7168,2048,8,256,256,1,4,power_law_1.2_eplb,0.1088444624551592
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,384,7168,2048,8,256,288,1,4,power_law_1.2_eplb,0.11065889505491773
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,96,7168,2048,8,256,256,1,8,power_law_1.01,0.054219110654598154
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,160,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.054083766568954576
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,128,7168,2048,8,256,256,1,8,power_law_1.01,0.0628009394237891
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,1024,7168,2048,8,256,256,1,4,power_law_1.2_eplb,0.1175806904097495
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,192,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.05538578427838157
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,512,7168,2048,8,256,288,1,4,power_law_1.2_eplb,0.11885153731384768
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,160,7168,2048,8,256,256,1,8,power_law_1.01,0.06275602432084673
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,256,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.05631265802210053
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,768,7168,2048,8,256,288,1,4,power_law_1.2_eplb,0.12208314877222891
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,1536,7168,2048,8,256,256,1,4,power_law_1.2_eplb,0.13006703683522156
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,192,7168,2048,8,256,256,1,8,power_law_1.01,0.06324813181832484
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,320,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.05751700696339105
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,1024,7168,2048,8,256,288,1,4,power_law_1.2_eplb,0.12885125624430893
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,256,7168,2048,8,256,256,1,8,power_law_1.01,0.056744443857019565
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,384,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.058224706963608194
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,2048,7168,2048,8,256,256,1,4,power_law_1.2_eplb,0.14515804100165985
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,320,7168,2048,8,256,256,1,8,power_law_1.01,0.05789938253230182
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,1536,7168,2048,8,256,288,1,4,power_law_1.2_eplb,0.14144706280228317
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,512,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.06013962810008226
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,384,7168,2048,8,256,256,1,8,power_law_1.01,0.05782284826606675
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,768,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.06238488315678103
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,3072,7168,2048,8,256,256,1,4,power_law_1.2_eplb,0.16955827839822474
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,2048,7168,2048,8,256,288,1,4,power_law_1.2_eplb,0.15502109586036675
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,512,7168,2048,8,256,256,1,8,power_law_1.01,0.06274136536485357
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,1024,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.0643211266079627
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,768,7168,2048,8,256,256,1,8,power_law_1.01,0.06542877144501907
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,3072,7168,2048,8,256,288,1,4,power_law_1.2_eplb,0.1760972856558387
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,4096,7168,2048,8,256,256,1,4,power_law_1.2_eplb,0.19375511516526636
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,1536,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.07436850928877041
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,1024,7168,2048,8,256,256,1,8,power_law_1.01,0.06889319091930797
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,1536,7168,2048,8,256,256,1,8,power_law_1.01,0.082615716257646
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,4096,7168,2048,8,256,288,1,4,power_law_1.2_eplb,0.20292371226592248
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,2048,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.0783608563363231
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,6144,7168,2048,8,256,256,1,4,power_law_1.2_eplb,0.22335981779286207
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,2048,7168,2048,8,256,256,1,8,power_law_1.01,0.08634230352400227
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,3072,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.09062927257302415
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,6144,7168,2048,8,256,288,1,4,power_law_1.2_eplb,0.2473745804452483
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,3072,7168,2048,8,256,256,1,8,power_law_1.01,0.09904817201721153
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,4096,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.10503214288761593
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,8192,7168,2048,8,256,256,1,4,power_law_1.2_eplb,0.25942303879568623
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,4096,7168,2048,8,256,256,1,8,power_law_1.01,0.11934459705869695
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,8192,7168,2048,8,256,288,1,4,power_law_1.2_eplb,0.2888422785937503
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,6144,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.12661417421313675
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,6144,7168,2048,8,256,256,1,8,power_law_1.01,0.15393055959939483
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,8192,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.14474023244921977
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,12288,7168,2048,8,256,256,1,4,power_law_1.2_eplb,0.33676723396470565
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,12288,7168,2048,8,256,288,1,4,power_law_1.2_eplb,0.3609248308512899
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,8192,7168,2048,8,256,256,1,8,power_law_1.01,0.16518766223840836
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,12288,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.18396243048977193
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,16384,7168,2048,8,256,256,1,4,power_law_1.2_eplb,0.42858694187899626
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,16384,7168,2048,8,256,288,1,4,power_law_1.2_eplb,0.41911368674013183
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,12288,7168,2048,8,256,256,1,8,power_law_1.01,0.21891229629664208
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,16384,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.22372564973208015
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,16384,7168,2048,8,256,256,1,8,power_law_1.01,0.2619761869060473
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,20480,7168,2048,8,256,288,1,4,power_law_1.2_eplb,0.501294150948393
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,20480,7168,2048,8,256,256,1,4,power_law_1.2_eplb,0.5076830149197861
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,20480,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.25984271778768125
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,20480,7168,2048,8,256,256,1,8,power_law_1.01,0.32402835742050606
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,32768,7168,2048,8,256,288,1,4,power_law_1.2_eplb,0.7338631487084833
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,32768,7168,2048,8,256,256,1,4,power_law_1.2_eplb,0.7568100483887066
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,32768,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.38587048697169385
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,32768,7168,2048,8,256,256,1,8,power_law_1.01,0.5112103781875487
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,65536,7168,2048,8,256,256,1,8,power_law_1.01_eplb,0.7227769152776463
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,65536,7168,2048,8,256,288,1,4,power_law_1.2_eplb,1.370010334861814
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,65536,7168,2048,8,256,256,1,4,power_law_1.2_eplb,1.4716387833478948
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,65536,7168,2048,8,256,256,1,8,power_law_1.01,1.1030006014608806
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,1,7168,2048,8,256,288,1,8,power_law_1.01_eplb,0.045069963281804834
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,2,7168,2048,8,256,288,1,8,power_law_1.01_eplb,0.09013992656360967
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,4,7168,2048,8,256,288,1,8,power_law_1.01_eplb,0.18027985312721934
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,1,7168,2048,8,256,288,1,8,power_law_1.2_eplb,0.04580305272882633
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,8,7168,2048,8,256,288,1,8,power_law_1.01_eplb,0.36055970625443867
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,1,7168,2048,8,256,256,1,8,power_law_1.2,0.031150544773448578
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,16,7168,2048,8,256,288,1,8,power_law_1.01_eplb,0.7211194125088773
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,2,7168,2048,8,256,288,1,8,power_law_1.2_eplb,0.09160610545765266
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,2,7168,2048,8,256,256,1,8,power_law_1.2,0.062301089546897157
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,32,7168,2048,8,256,288,1,8,power_law_1.01_eplb,1.4422388250177547
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,4,7168,2048,8,256,288,1,8,power_law_1.2_eplb,0.18321221091530532
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,1,7168,2048,8,256,256,1,8,power_law_1.2_eplb,0.018148072199387962
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,4,7168,2048,8,256,256,1,8,power_law_1.2,0.12460217909379431
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,48,7168,2048,8,256,288,1,8,power_law_1.01_eplb,0.09229865850931925
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,8,7168,2048,8,256,288,1,8,power_law_1.2_eplb,0.36642442183061064
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,2,7168,2048,8,256,256,1,8,power_law_1.2_eplb,0.036296144398775924
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,8,7168,2048,8,256,256,1,8,power_law_1.2,0.24920435818758863
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,16,7168,2048,8,256,288,1,8,power_law_1.2_eplb,0.7328488436612213
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,64,7168,2048,8,256,288,1,8,power_law_1.01_eplb,0.09375606116791282
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,4,7168,2048,8,256,256,1,8,power_law_1.2_eplb,0.07259228879755185
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,16,7168,2048,8,256,256,1,8,power_law_1.2,0.49840871637517725
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,32,7168,2048,8,256,288,1,8,power_law_1.2_eplb,1.4656976873224425
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,80,7168,2048,8,256,288,1,8,power_law_1.01_eplb,0.09175322635812863
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,8,7168,2048,8,256,256,1,8,power_law_1.2_eplb,0.1451845775951037
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,32,7168,2048,8,256,256,1,8,power_law_1.2,0.9968174327503545
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,48,7168,2048,8,256,288,1,8,power_law_1.2_eplb,0.0839215030623065
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,96,7168,2048,8,256,288,1,8,power_law_1.01_eplb,0.09685352904002247
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,16,7168,2048,8,256,256,1,8,power_law_1.2_eplb,0.2903691551902074
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,48,7168,2048,8,256,256,1,8,power_law_1.2,0.046723431960202066
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,64,7168,2048,8,256,288,1,8,power_law_1.2_eplb,0.09590137134664385
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,128,7168,2048,8,256,288,1,8,power_law_1.01_eplb,0.09626789612214882
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,32,7168,2048,8,256,256,1,8,power_law_1.2_eplb,0.5807383103804148
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,64,7168,2048,8,256,256,1,8,power_law_1.2,0.060112069829480724
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,80,7168,2048,8,256,288,1,8,power_law_1.2_eplb,0.09263114274900576
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,160,7168,2048,8,256,288,1,8,power_law_1.01_eplb,0.10058333210452133
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,48,7168,2048,8,256,256,1,8,power_law_1.2_eplb,0.040910432660023276
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,80,7168,2048,8,256,256,1,8,power_law_1.2,0.06208014177956615
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,96,7168,2048,8,256,288,1,8,power_law_1.2_eplb,0.09349308700098224
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,192,7168,2048,8,256,288,1,8,power_law_1.01_eplb,0.09947517962713835
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,64,7168,2048,8,256,256,1,8,power_law_1.2_eplb,0.04970890482417746
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,96,7168,2048,8,256,256,1,8,power_law_1.2,0.057775333886331444
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,128,7168,2048,8,256,288,1,8,power_law_1.2_eplb,0.10244175514417324
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,80,7168,2048,8,256,256,1,8,power_law_1.2_eplb,0.05269784388741152
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,256,7168,2048,8,256,288,1,8,power_law_1.01_eplb,0.10900121487117634
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,128,7168,2048,8,256,256,1,8,power_law_1.2,0.05212112570401702
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,160,7168,2048,8,256,288,1,8,power_law_1.2_eplb,0.10285674468650659
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,96,7168,2048,8,256,256,1,8,power_law_1.2_eplb,0.052358446831023905
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,160,7168,2048,8,256,256,1,8,power_law_1.2,0.05778426142471099
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,320,7168,2048,8,256,288,1,8,power_law_1.01_eplb,0.10866250309907712
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,192,7168,2048,8,256,288,1,8,power_law_1.2_eplb,0.10348932333012113
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,128,7168,2048,8,256,256,1,8,power_law_1.2_eplb,0.05375734478457007
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,192,7168,2048,8,256,256,1,8,power_law_1.2,0.061841612938112966
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,384,7168,2048,8,256,288,1,8,power_law_1.01_eplb,0.10730012940762049
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,160,7168,2048,8,256,256,1,8,power_law_1.2_eplb,0.05554032989884748
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,256,7168,2048,8,256,288,1,8,power_law_1.2_eplb,0.10802837509438348
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,256,7168,2048,8,256,256,1,8,power_law_1.2,0.060217303961172856
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,512,7168,2048,8,256,288,1,8,power_law_1.01_eplb,0.10652409200442918
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,192,7168,2048,8,256,256,1,8,power_law_1.2_eplb,0.05572788929467672
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,320,7168,2048,8,256,256,1,8,power_law_1.2,0.060556458817940764
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,320,7168,2048,8,256,288,1,8,power_law_1.2_eplb,0.11625448751735018
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,768,7168,2048,8,256,288,1,8,power_law_1.01_eplb,0.11009738287784625
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe_eplb,wideep_compute_cutlass,nvfp4,256,7168,2048,8,256,256,1,8,power_law_1.2_eplb,0.05572283081701958
TRTLLM,1.2.0rc6,NVIDIA VR200,wideep_moe,wideep_compute_cutlass,nvfp4,384,7168,2048,8,256,256,1,8,power_law_1.2,0.061221940292433406
