framework,version,device,op_name,kernel_source,gemm_dtype,m,n,k,latency
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2560,5120,0.018401404310270833
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2560,5120,0.025949866431099998
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2560,6144,0.019697656958735595
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2560,4096,0.014886013171130757
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2560,4096,0.02259504681541806
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2560,5120,0.017958874574324674
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2560,3584,0.012645181020100857
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2560,3584,0.02185569490705217
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2560,3584,0.012446722191297882
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2560,3072,0.01103299004690983
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2560,3072,0.019588266100202287
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2560,4096,0.014380074390738842
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2560,2560,0.009619505064828001
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2560,2560,0.01763657161167686
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2560,3072,0.010545847735100953
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2560,2048,0.008087162176767944
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2560,2048,0.01583847658974783
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2560,2560,0.00936239957809448
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2560,1536,0.0063975617999121725
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2560,1536,0.015450819333394344
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2560,1536,0.006906171355928689
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2560,1024,0.004784152621314629
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2560,1024,0.010404114782224909
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2560,2048,0.00807451435497829
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2560,1024,0.00878778154199771
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2560,768,0.004174628711882057
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2560,768,0.009533784240528748
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2560,768,0.00825152684460113
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2560,512,0.0027887567591301813
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2560,512,0.00869037224166283
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2560,256,0.0023819858512484863
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2560,256,0.007600347176049453
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2560,256,0.00813493921020428
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2560,128,0.002110139744992385
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2560,128,0.006868129565414656
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2560,512,0.00799628637931459
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2560,64,0.002014062839931942
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2560,64,0.0067902288875112205
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2560,32,0.0020119273301326544
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2560,128,0.008241359056663379
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2560,32,0.006940702958540473
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,65536,0.17153885360504756
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,65536,0.2875517049205236
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,51200,0.1315239483167015
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,51200,0.22813877297178273
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2560,51200,0.1300621627798711
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,16384,0.04459448578710741
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,16384,0.0715938822242852
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,16384,0.03785650580381412
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,12288,0.03440757320218185
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,12288,0.05217401867821104
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2560,65536,0.16328782904975578
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,10240,0.02936315940446039
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,10240,0.04360411507742743
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,10240,0.0260237435437608
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,12288,0.029060026281282323
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,8192,0.024012093007231155
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,8192,0.03490438007173081
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,7168,0.020830516423204
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,7168,0.031078399930681486
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,7168,0.01924234413250911
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,6144,0.017258057140168686
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,6144,0.027624227887108173
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,8192,0.020790629642937947
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,5120,0.014754132997421943
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,5120,0.02472777139572869
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,5120,0.015482868155157885
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,4096,0.012344076519920687
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,4096,0.021652114958990176
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,6144,0.017006016766551803
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,3584,0.0111622095108032
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,3584,0.020007008597964285
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,4096,0.012192865768679445
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,3072,0.009771885190691257
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,3072,0.018736762092226973
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,3584,0.010718236421973096
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,2560,0.008678399948846687
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,2560,0.01732327597481863
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,3072,0.009115884019933643
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,2560,0.008337542840412685
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,2048,0.015275885945274686
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,2048,0.0073514665876116
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,1536,0.005752685524168458
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,1536,0.014217142831711545
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,1536,0.005900285925183975
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,1024,0.004586057152066857
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,1024,0.01045243621180498
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,2048,0.007095428449766974
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,768,0.0038527999605450862
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,768,0.009633553775829487
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,1024,0.006626133485273855
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,512,0.0028577683264749054
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,512,0.00860338242209047
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,512,0.00599405702426622
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,256,0.0025534846607562374
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,256,0.00765679327846575
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,768,0.006182266413101861
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,128,0.002366423245658164
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,256,0.00616602647068606
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,51200,0.11053449630732567
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,128,0.007274499341152932
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,64,0.002248728951115322
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,2048,32,0.002296630360863418
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,128,0.006255338307148947
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,64,0.006882002132833308
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,2048,32,0.0066307877049301455
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,65536,0.13748845599946521
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,51200,0.10619611285981677
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,65536,0.2739017123267764
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,51200,0.21339489164806552
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,16384,0.03605577150980629
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,16384,0.06649721690586635
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,16384,0.03297846133526866
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,12288,0.02751268659319194
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,12288,0.048897829509916745
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,2048,65536,0.13820700730415714
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,10240,0.023364875430152518
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,10240,0.04002377192179361
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,12288,0.02555882575509793
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,8192,0.018501486097063313
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,8192,0.031661714826311374
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,10240,0.023063236477162977
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,7168,0.016385828881036627
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,7168,0.028687238693237256
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,8192,0.018482354986980778
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,6144,0.0142086097172328
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,6144,0.02536716234116326
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,7168,0.01712650591717558
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,5120,0.012342857179187544
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,5120,0.0228992008027576
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,6144,0.015211122013303836
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,4096,0.01019428571065263
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,4096,0.01998445647103446
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,5120,0.013886734267217555
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,3584,0.00913493349438617
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,3584,0.01922377177647177
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,4096,0.010683335797143903
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,3072,0.007870780853998057
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,3072,0.01774506682441343
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,3072,0.008273713929312568
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,3584,0.009431828771318703
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,2560,0.006645028364090686
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,2560,0.015869561831156405
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,2048,0.0058185140291849725
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,2048,0.014250666754586345
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,2560,0.007618514129093712
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,2048,0.006558628593172345
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,1536,0.004809142862047429
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,1536,0.014673066139221144
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,1024,0.0038515809036436008
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,1024,0.010625678460622887
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,1024,0.007381700707203033
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,768,0.0034102857112884
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,1536,0.0055875999586922735
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,768,0.00934806028057852
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,512,0.002532914227317608
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,512,0.008204938905039929
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,768,0.007137004237227464
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,256,0.002086104434807405
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,512,0.0070365271821092356
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,256,0.007194230795868833
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,128,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,51200,0.09484933083806026
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,128,0.00677123349047603
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,64,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,256,0.007245102431166743
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,64,0.006368995594601367
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1536,32,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1536,32,0.006039272655140255
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1024,65536,0.09261348361060733
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,128,0.007873717566859869
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1024,51200,0.07284906478155223
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1024,65536,0.25416655767531626
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1024,51200,0.20002256120954243
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1024,16384,0.024510780970255486
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1024,16384,0.05983085632324218
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1024,16384,0.026052963539025017
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1024,12288,0.01838689531598772
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1024,12288,0.042712992713564914
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1536,65536,0.11884101292704406
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1024,10240,0.014971123422895144
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1024,10240,0.03403154327755881
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1024,12288,0.019948149009312865
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1024,8192,0.012288000470116
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1024,8192,0.02822156179518926
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1024,10240,0.01791720049721854
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1024,7168,0.011121371814182799
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1024,7168,0.025806018284388915
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1024,8192,0.014355427878243582
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1024,6144,0.00972434339069183
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1024,6144,0.022504227502005432
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1024,7168,0.01335679973874773
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1024,5120,0.00838339044934223
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1024,5120,0.020798780804588628
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1024,6144,0.012195542880467005
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1024,4096,0.006928456964946916
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1024,4096,0.01783649467286606
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1024,5120,0.01141228590692793
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1024,3584,0.006496304557436971
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1024,3584,0.01767436209179103
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1024,3584,0.007957713944571359
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1024,3072,0.005727695283435601
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1024,3072,0.016569295383634972
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1024,4096,0.008946400029318671
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1024,2560,0.005014552388872401
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1024,2560,0.015434971309843488
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1024,3072,0.006938857265881125
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1024,2048,0.004325790348507086
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1024,2048,0.01407329468500046
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1024,2048,0.005261999794415063
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1024,1536,0.003636418921606858
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1024,2560,0.006267599974359783
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1024,1536,0.01120301261400114
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1024,1024,0.0029586286771864576
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1024,51200,0.07730847524530456
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1024,1024,0.009403410585126585
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1024,768,0.0024895907910526946
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1024,768,0.008519419098109576
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1024,1024,0.005045532344589366
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1024,512,0.0020880438892700018
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1024,768,0.0048024150320818415
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1024,512,0.007671912106532332
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,bfloat16,4096,1024,256,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,fp8,4096,1024,256,0.006906306693074113
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,gemm,torch_flow,nvfp4,4096,1024,512,0.004769617436977093
