framework,version,device,op_name,kernel_source,mla_dtype,kv_cache_dtype,num_heads,batch_size,isl,tp_size,step,latency
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,128,1,1,1,65535,0.013220848459185964
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,8,1,1,16,131071,0.012280242009596364
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,4,1,1,32,131071,0.012305454774336365
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,2,1,1,64,131071,0.013083151795647346
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,64,1,1,2,131071,0.015156362995956872
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,128,2,1,1,1,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,64,2,1,2,1,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,32,2,1,4,1,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,16,2,1,8,1,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,8,2,1,16,1,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,4,2,1,32,1,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,2,2,1,64,1,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,1,2,1,128,1,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,16,1,1,8,131071,0.012990060177716327
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,128,2,1,1,1,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,64,2,1,2,1,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,32,2,1,4,1,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,4,2,1,32,1,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,2,2,1,64,1,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,1,2,1,128,1,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,16,2,1,8,1,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,128,2,1,1,3,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,64,2,1,2,3,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,32,2,1,4,3,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,16,2,1,8,3,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,8,2,1,16,3,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,4,2,1,32,3,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,8,2,1,16,1,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,1,2,1,128,3,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,128,2,1,1,3,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,64,2,1,2,3,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,32,2,1,4,3,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,16,2,1,8,3,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,1,1,1,128,131071,0.012305454774336365
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,4,2,1,32,3,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,2,2,1,64,3,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,1,2,1,128,3,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,128,2,1,1,7,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,8,2,1,16,3,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,64,2,1,2,7,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,32,2,1,4,7,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,16,2,1,8,7,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,8,2,1,16,7,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,4,2,1,32,7,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,2,2,1,64,7,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,1,2,1,128,7,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,128,2,1,1,7,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,64,2,1,2,7,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,32,2,1,4,7,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,16,2,1,8,7,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,8,2,1,16,7,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,2,2,1,64,3,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,4,2,1,32,7,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,1,2,1,128,7,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,128,2,1,1,15,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,64,2,1,2,15,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,32,2,1,4,15,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,16,2,1,8,15,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,8,2,1,16,15,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,4,2,1,32,15,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,2,2,1,64,15,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,1,2,1,128,15,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,128,2,1,1,15,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,64,2,1,2,15,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,32,2,1,4,15,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,8,2,1,16,15,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,4,2,1,32,15,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,2,2,1,64,7,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,1,2,1,128,15,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,128,2,1,1,31,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,16,2,1,8,15,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,32,2,1,4,31,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,16,2,1,8,31,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,8,2,1,16,31,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,2,2,1,64,15,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,4,2,1,32,31,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,2,2,1,64,31,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,1,2,1,128,31,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,64,2,1,2,31,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,64,2,1,2,31,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,32,2,1,4,31,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,16,2,1,8,31,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,8,2,1,16,31,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,4,2,1,32,31,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,2,2,1,64,31,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,128,2,1,1,31,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,64,2,1,2,63,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,32,2,1,4,63,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,16,2,1,8,63,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,8,2,1,16,63,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,4,2,1,32,63,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,2,2,1,64,63,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,128,2,1,1,63,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,1,2,1,128,63,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,128,2,1,1,63,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,64,2,1,2,63,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,16,2,1,8,63,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,4,2,1,32,63,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,32,2,1,4,63,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,1,2,1,128,63,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,8,2,1,16,63,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,128,2,1,1,127,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,64,2,1,2,127,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,32,2,1,4,127,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,2,2,1,64,63,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,16,2,1,8,127,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,8,2,1,16,127,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,4,2,1,32,127,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,1,2,1,128,127,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,128,2,1,1,127,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,64,2,1,2,127,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,32,2,1,4,127,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,16,2,1,8,127,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,8,2,1,16,127,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,1,2,1,128,31,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,4,2,1,32,127,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,2,2,1,64,127,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,128,2,1,1,255,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,64,2,1,2,255,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,32,2,1,4,255,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,16,2,1,8,255,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,8,2,1,16,255,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,4,2,1,32,255,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,1,2,1,128,127,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,2,2,1,64,255,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,1,2,1,128,255,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,128,2,1,1,255,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,64,2,1,2,255,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,32,2,1,4,255,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,2,2,1,64,127,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,16,2,1,8,255,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,8,2,1,16,255,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,4,2,1,32,255,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,2,2,1,64,255,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,1,2,1,128,255,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,32,2,1,4,511,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,16,2,1,8,511,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,8,2,1,16,511,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,128,2,1,1,511,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,4,2,1,32,511,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,64,2,1,2,511,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,2,2,1,64,511,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,1,2,1,128,511,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,128,2,1,1,511,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,64,2,1,2,511,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,32,2,1,4,511,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,16,2,1,8,511,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,8,2,1,16,511,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,2,2,1,64,511,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,1,2,1,128,511,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,128,2,1,1,1023,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,64,2,1,2,1023,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,32,2,1,4,1023,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,16,2,1,8,1023,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,8,2,1,16,1023,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,4,2,1,32,1023,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,2,2,1,64,1023,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,1,2,1,128,1023,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,128,2,1,1,1023,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,64,2,1,2,1023,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,32,2,1,4,1023,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,16,2,1,8,1023,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,4,2,1,32,511,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,8,2,1,16,1023,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,2,2,1,64,1023,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,1,2,1,128,1023,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,64,2,1,2,2047,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,32,2,1,4,2047,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,16,2,1,8,2047,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,8,2,1,16,2047,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,4,2,1,32,1023,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,4,2,1,32,2047,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,2,2,1,64,2047,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,1,2,1,128,2047,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,128,2,1,1,2047,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,64,2,1,2,2047,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,32,2,1,4,2047,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,16,2,1,8,2047,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,8,2,1,16,2047,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,4,2,1,32,2047,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,2,2,1,64,2047,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,128,2,1,1,2047,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,1,2,1,128,2047,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,16,2,1,8,4095,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,8,2,1,16,4095,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,4,2,1,32,4095,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,128,2,1,1,4095,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,2,2,1,64,4095,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,1,2,1,128,4095,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,128,2,1,1,4095,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,64,2,1,2,4095,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,32,2,1,4,4095,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,16,2,1,8,4095,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,8,2,1,16,4095,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,4,2,1,32,4095,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,2,2,1,64,4095,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,1,2,1,128,4095,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,128,2,1,1,8191,0.010831514994303381
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,64,2,1,2,8191,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,64,2,1,2,4095,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,32,2,1,4,8191,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,16,2,1,8,8191,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,8,2,1,16,8191,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,2,2,1,64,8191,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,1,2,1,128,8191,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,128,2,1,1,8191,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,64,2,1,2,8191,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,32,2,1,4,8191,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,16,2,1,8,8191,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,8,2,1,16,8191,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,4,2,1,32,8191,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,fp8,2,2,1,64,8191,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,32,2,1,4,4095,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,128,2,1,1,16383,0.0107519999146461
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,64,2,1,2,16383,0.012266666600198437
TRTLLM,1.2.0rc6,NVIDIA VR200,mla_generation,default,bfloat16,bfloat16,4,2,1,32,8191,0.0107519999146461
