framework,version,device,op_name,kernel_source,m,k,quant_dtype,latency
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,128,65536,fp8,0.005775938463398869
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,16384,fp8,0.003431817089856585
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,12288,fp8,0.0035976691581983264
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,10240,fp8,0.0029960135121686895
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,8192,fp8,0.0029787803044345872
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,7168,fp8,0.0030150733764114103
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,6144,fp8,0.0029946435209654222
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,5120,fp8,0.0026230847627009483
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,4096,fp8,0.0029668506470296534
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,3584,fp8,0.0025510022158735063
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,3072,fp8,0.0027007513223414287
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,2560,fp8,0.002572146334384562
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,2048,fp8,0.002556667639136006
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,1536,fp8,0.002636706016145783
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,1024,fp8,0.002584533393383
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,768,fp8,0.00267011375341266
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,512,fp8,0.0026035954067155373
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,256,fp8,0.002582086109601505
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,128,fp8,0.002598423726990539
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,64,fp8,0.0025977888129673204
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,32,fp8,0.0025842566968424796
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,96,65536,fp8,0.005346132757207953
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,16384,fp8,0.0034332894692318174
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,10240,fp8,0.0029885969671639492
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,12288,fp8,0.0029960135121686895
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,8192,fp8,0.002977567083116937
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,7168,fp8,0.002987878361666975
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,6144,fp8,0.0026230847627009483
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,5120,fp8,0.0029839924086392505
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,4096,fp8,0.0027854275341897394
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,3584,fp8,0.002771563308096402
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,3072,fp8,0.002572146334384562
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,2560,fp8,0.0026118300103646222
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,2048,fp8,0.002608430240723336
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,1536,fp8,0.002582920055923079
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,1024,fp8,0.0026019969470912306
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,768,fp8,0.002544278071118861
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,512,fp8,0.002638012989076309
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,256,fp8,0.0025640583003140806
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,128,fp8,0.0025496532824443078
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,64,fp8,0.0025889953066201422
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,32,fp8,0.0024662332463100674
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,16384,fp8,0.003018113182654453
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,80,65536,fp8,0.0050484765350509
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,12288,fp8,0.0029787803044345872
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,10240,fp8,0.002977567083116937
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,8192,fp8,0.002609749883450676
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,7168,fp8,0.002582935542222005
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,6144,fp8,0.0029668506470296534
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,5120,fp8,0.0027854275341897394
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,4096,fp8,0.0025601035436805387
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,3584,fp8,0.0025860490073100974
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,3072,fp8,0.002556667639136006
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,2560,fp8,0.002608430240723336
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,2048,fp8,0.0025788930011091285
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,1536,fp8,0.002584533393383
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,1024,fp8,0.002575445778846795
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,768,fp8,0.0026035954067155373
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,512,fp8,0.002636185087659319
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,256,fp8,0.0026282881169825516
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,128,fp8,0.0026180790241399523
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,64,fp8,0.0025923300959175884
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,32,fp8,0.0022644231933361754
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,64,65536,fp8,0.004553870077647435
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,16384,fp8,0.0029787803044345872
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,12288,fp8,0.0029946435209654222
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,10240,fp8,0.0026230847627009483
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,8192,fp8,0.0029668506470296534
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,7168,fp8,0.0025510022158735063
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,6144,fp8,0.0027007513223414287
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,5120,fp8,0.002572146334384562
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,4096,fp8,0.002556667639136006
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,3072,fp8,0.002636706016145783
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,3584,fp8,0.0025854906625772797
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,2560,fp8,0.002582920055923079
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,2048,fp8,0.002584533393383
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,1536,fp8,0.00267011375341266
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,1024,fp8,0.0026035954067155373
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,768,fp8,0.0025866657988664267
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,512,fp8,0.002582086109601505
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,256,fp8,0.002598423726990539
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,128,fp8,0.0025977888129673204
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,64,fp8,0.0025842566968424796
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,32,fp8,0.002527462929496193
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,16384,fp8,0.002609749883450676
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,48,65536,fp8,0.003884638445027804
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,12288,fp8,0.0029668506470296534
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,10240,fp8,0.0027854275341897394
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,8192,fp8,0.0025601035436805387
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,7168,fp8,0.0025860490073100974
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,6144,fp8,0.002556667639136006
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,5120,fp8,0.002608430240723336
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,4096,fp8,0.0025788930011091285
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,3584,fp8,0.0025875378320345645
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,3072,fp8,0.002584533393383
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,2560,fp8,0.0026019969470912306
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,2048,fp8,0.002575445778846795
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,1536,fp8,0.0026035954067155373
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,1024,fp8,0.002636185087659319
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,768,fp8,0.002582086109601505
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,256,fp8,0.0026180790241399523
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,512,fp8,0.0026282881169825516
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,128,fp8,0.0025923300959175884
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,64,fp8,0.0022644231933361754
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,32,fp8,0.002203663883105495
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,32,65536,fp8,0.003738255601812712
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,16384,fp8,0.0025601035436805387
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,12288,fp8,0.002556667639136006
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,10240,fp8,0.002608430240723336
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,8192,fp8,0.0025788930011091285
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,7168,fp8,0.0025875378320345645
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,6144,fp8,0.002584533393383
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,5120,fp8,0.0026019969470912306
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,4096,fp8,0.002575445778846795
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,3584,fp8,0.00250956895677653
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,3072,fp8,0.0026035954067155373
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,2560,fp8,0.002638012989076309
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,2048,fp8,0.002636185087659319
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,1536,fp8,0.002582086109601505
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,1024,fp8,0.0026282881169825516
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,768,fp8,0.002598423726990539
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,512,fp8,0.0026180790241399523
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,256,fp8,0.0025923300959175884
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,128,fp8,0.0022644231933361754
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,32,fp8,0.0025940284552477683
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,64,fp8,0.002203663883105495
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,16,65536,fp8,0.003018113182654453
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,16384,fp8,0.0025788930011091285
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,10240,fp8,0.0026019969470912306
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,8192,fp8,0.002575445778846795
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,12288,fp8,0.002584533393383
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,7168,fp8,0.00250956895677653
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,6144,fp8,0.0026035954067155373
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,5120,fp8,0.002638012989076309
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,4096,fp8,0.002636185087659319
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,3584,fp8,0.0026134129215234525
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,2560,fp8,0.0025640583003140806
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,2048,fp8,0.0026282881169825516
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,3072,fp8,0.002582086109601505
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,1536,fp8,0.002598423726990539
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,1024,fp8,0.0026180790241399523
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,768,fp8,0.0025977888129673204
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,512,fp8,0.0025923300959175884
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,256,fp8,0.0022644231933361754
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,64,fp8,0.0025940284552477683
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,32,fp8,0.002403056199515024
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,128,fp8,0.002203663883105495
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,8,65536,fp8,0.002609749883450676
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,16384,fp8,0.002575445778846795
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,12288,fp8,0.0026035954067155373
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,10240,fp8,0.002638012989076309
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,8192,fp8,0.002636185087659319
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,6144,fp8,0.002582086109601505
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,5120,fp8,0.0025640583003140806
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,7168,fp8,0.0026134129215234525
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,4096,fp8,0.0026282881169825516
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,3584,fp8,0.0025937485488906234
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,3072,fp8,0.002598423726990539
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,2560,fp8,0.0025496532824443078
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,2048,fp8,0.0026180790241399523
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,1024,fp8,0.0025923300959175884
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,768,fp8,0.0025842566968424796
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,1536,fp8,0.0025977888129673204
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,512,fp8,0.0022644231933361754
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,256,fp8,0.002203663883105495
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,128,fp8,0.0025940284552477683
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,64,fp8,0.002403056199515024
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,32,fp8,0.002348322201755243
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,4,65536,fp8,0.0025601035436805387
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,16384,fp8,0.002636185087659319
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,12288,fp8,0.002582086109601505
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,10240,fp8,0.0025640583003140806
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,8192,fp8,0.0026282881169825516
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,7168,fp8,0.0025937485488906234
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,6144,fp8,0.002598423726990539
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,5120,fp8,0.0025496532824443078
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,4096,fp8,0.0026180790241399523
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,3584,fp8,0.002566295443440038
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,3072,fp8,0.0025977888129673204
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,2560,fp8,0.0025889953066201422
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,2048,fp8,0.0025923300959175884
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,1536,fp8,0.0025842566968424796
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,1024,fp8,0.0022644231933361754
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,768,fp8,0.002527462929496193
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,512,fp8,0.002203663883105495
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,256,fp8,0.0025940284552477683
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,128,fp8,0.002403056199515024
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,64,fp8,0.002348322201755243
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,32,fp8,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,2,65536,fp8,0.0025788930011091285
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,16384,fp8,0.0026282881169825516
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,12288,fp8,0.002598423726990539
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,10240,fp8,0.0025496532824443078
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,8192,fp8,0.0026180790241399523
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,7168,fp8,0.002566295443440038
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,6144,fp8,0.0025977888129673204
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,5120,fp8,0.0025889953066201422
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,4096,fp8,0.0025923300959175884
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,3584,fp8,0.0025888638992183203
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,3072,fp8,0.0025842566968424796
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,2560,fp8,0.0024662332463100674
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,2048,fp8,0.0022644231933361754
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,1536,fp8,0.002527462929496193
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,1024,fp8,0.002203663883105495
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,768,fp8,0.002215425286056893
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,512,fp8,0.0025940284552477683
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,256,fp8,0.002403056199515024
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,128,fp8,0.002348322201755243
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,64,fp8,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,32,fp8,0.002
TRTLLM,1.2.0rc6.post3,NVIDIA VR200,scale_matrix,torch_ops,1,65536,fp8,0.002575445778846795
